profile_code,profile_name,profile_description,source_category_fields_available,matched_keywords,initial_group,confidence,reason,filter_tier,filter_reason,profile_family,recommended_use
6292,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6293,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - Low Sulfur Diesel,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6294,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - California Reformulated Diesel 2,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6295,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - Low Sulfur Diesel - Diesel PM Filter,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6296,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - Low Sulfur Diesel (EC-D),"Due to organic gas adsorption artifacts, organic carbon fraction is larger than 100% of total PM.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6297,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - California Reformulated Diesel 2,"Due to organic gas adsorption artifacts, organic carbon fraction is larger than 100% of total PM.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6298,Diesel Exhaust - Light-heavy-duty Diesel Van - Low Sulfur Diesel (EC-D),-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6299,Diesel Exhaust - Light-heavy-duty Diesel Van - California Reformulated Diesel 2,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6300,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - Low Sulfur Diesel (EC-D),-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6301,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - California Reformulated Diesel 2,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6302,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - Low Sulfur Diesel (EC-D),-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6303,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - California Reformulated Diesel 2,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6304,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - Low Sulfur Diesel (EC-D),-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6305,Diesel Exhaust - Light-heavy-duty Diesel Pickup Truck - California Reformulated Diesel 2,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
8620,Diesel Headspace Vapor - Super America Diesel - not adjusted for oxygenates,"See ANLYMETHOD field for oxygenates adjustment details.  Samples taken on August 28, 2000 Diesel headspace vapor composition",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil,diesel headspace vapor,keep_for_v0_source_set
8621,Diesel Headspace Vapor - Citgo Diesel - not adjusted for oxygenates,"See ANLYMETHOD field for oxygenates adjustment details.  Samples taken on August 28, 2000 Diesel headspace vapor composition",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil,diesel headspace vapor,keep_for_v0_source_set
8622,Diesel Headspace Vapor - Shell Diesel - not adjusted for oxygenates,"See ANLYMETHOD field for oxygenates adjustment details.  Samples taken on January 16, 2001 Diesel headspace vapor composition",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil,diesel headspace vapor,keep_for_v0_source_set
8623,Diesel Headspace Vapor - Citgo Diesel - not adjusted for oxygenates,"See ANLYMETHOD field for oxygenates adjustment details.  Samples taken on January 16, 2001 Diesel headspace vapor composition",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil,diesel headspace vapor,keep_for_v0_source_set
8730,Diesel Headspace Vapor - Shell Diesel - not adjusted for oxygenates,"See ANLYMETHOD field for oxygenates adjustment details.  Samples taken in December, 2004 Diesel headspace vapor composition",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil,diesel headspace vapor,keep_for_v0_source_set
8731,Diesel Headspace Vapor - Marathon Diesel - not adjusted for oxygenates,"See ANLYMETHOD field for oxygenates adjustment details.  Samples taken in December, 2004 Diesel headspace vapor composition",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil,diesel headspace vapor,keep_for_v0_source_set
8774,Diesel Exhaust Emissions from Pre-2007 Model Year Heavy-Duty Diesel Trucks,"This profile was developed using data from Phase II of the CRC E-55/E-59 program.  However, Phase II emissions of n-hexane and acetone had abnormally high levels due to solvent contamination and were corrected using data from Phase I of this project.  It should be noted that methane was measured as zero in this test program.  Generally, methane emissions from diesel engines are relatively low.  However, other test programs have shown significant levels of methane in pre-2007 control engines.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust emissions from pre,keep_for_v0_source_set
8775,Diesel Exhaust Emissions from 2007 Model Year Heavy-Duty Diesel Engines with Controls,"Test data suggest methane is a substantial component of TOG in diesel engines equipped with traps.  In this profile, methane accounts for approximately 50% of TOG.  While methane from diesels is usually very low, the diesel particulate filter control technology reduces all VOC-type compounds such that their total mass is very low and the small remaining mass consists largely of methane.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust emissions from 2007 model year heavy,keep_for_v0_source_set
8935,Diesel Exhaust - Heavy-heavy duty truck - 2004 model year,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
8936,Diesel Exhaust - Heavy-heavy duty truck - 2007 model year,"The measured organic mass was less than the sum of speciated organic compounds.  This could be due to the emission rate was very low, different analytical methods for mass and speciation, and probably SVOC adsorption/desorption.  Therefore, the sum of speciated mass was used to normalize the profile.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
8994,Conventional Diesel Exhaust - Idle Cycle,"Based on CRC Project No. E-55/E-59 ""Heavy-duty Vehicle Chassis Dynamometer Testing for Emissions Inventory, Air Quality Modeling, Source Appointment and Air Toxics Emissions Inventory""",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,conventional diesel exhaust,keep_for_v0_source_set
8994VBS,"Conventional Diesel Exhaust - Idle Cycle, VBS","This is an extension of profile 8994 to a volatility basis set (VBS) approach. Extension to Volatility Basis Set (VBS) was based on dynamometer tests performed by CARB and CMU (Lu, Zhou and Robinson, Atmos. Phys. Chem., 2018). The representative volatility profile was applied to existing profile 8994 to quantify the amount of low, semi- and intermediate volatility compounds and to account for SVOCs not captured during the sampling. The traditional OM:OC ratio of 1.2 for vehicles was used to quantify the contribution of PNCOM species to the profile.  Only species 3245-3254 were updated for these profiles. All others were taken from the original profiles. Profile is compatible with the inputs of current photochemical air quality models including the Community Multiscale Air Quality system (CMAQ 5.3).",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,conventional diesel exhaust,keep_for_v0_source_set
